ATLASNUM,DATECH,DATE_,OBSERVER,OBSMODE,COUNTY,CONUM,LONGDM,LATDM,TOWNSHIP,RANGE,SECTION,GAZPAGE,ERA,NEW90,STATUS90,STATUS80,STATUS70,SUBSTRAT,CANOPY,LOCATION,ISLAND,SIZE_,SIZECONF,SPECCONF,BRPE,DCCO,ANHI,GBHE,GWHE,GREG,SNEG,LBHE,TCHE,REEG,CAEG,GRHE,BCNH,YCNH,WHIB,GLIB,ROSP,WOST,SMWT,LGWT,SMDK,LGDK,LONGDEC,LATDEC,LONGALB,LATALB,lon,lat
615320,04/20/1999,1999-04-20T04:00:00.000Z,JD,Aerial,Charlotte,08,82 14.74,26 47.42,42S,21E,Key,104,90,Yes,Active,Unknown,Unknown,Tree,Open,Coastal,Yes,<50,High,High,0,0,0,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.245667,26.790333,574097.91,310711.07,-82.24566700322107,26.790333012853853
615321,04/20/1999,1999-04-20T04:00:00.000Z,JD,Aerial,Charlotte,08,82 03.51,26 47.95,42S,23E,25,104,90,Yes,Active,Unknown,Unknown,Tree,Open,Coastal,Yes,<50,High,High,40,20,0,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.0585,26.799167,592655.24,311970.03,-82.05849999140779,26.79916697143387
615322,04/21/1999,1999-04-21T04:00:00.000Z,JS,Aerial,Charlotte,08,82 18.69,26 56.67,41S,20E,04,103,90,Yes,Active,Unknown,Unknown,Tree,Open,Coastal,Yes,<50,High,Medium,0,40,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.3115,26.9445,567330.78,327734.33,-82.31150002204657,26.944499957546704
615323,04/22/1999,1999-04-22T04:00:00.000Z,JS,Aerial,Sarasota,58,82 29.97,27 11.42,38S,18E,09,97,90,Yes,Active,Unknown,Unknown,Shrub,Open,Coastal,Yes,<50,High,High,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.4995,27.190333,548368.79,354786.66,-82.49949998175643,27.190333014370196
615324,04/22/1999,1999-04-22T04:00:00.000Z,JS,Aerial,Sarasota,58,82 16.12,27 10.83,38S,20E,13,97,90,Yes,Active,Unknown,Unknown,Shrub,Open,Inland,Yes,<50,High,High,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.268667,27.1805,571207.38,353994.04,-82.26866704504268,27.180500011465448
615325,04/22/1999,1999-04-22T04:00:00.000Z,JS,Aerial,Sarasota,58,82 16.44,27 15.26,37S,20E,14,97,90,Yes,Active,Unknown,Unknown,Herbaceous,Open,Inland,No,<50,High,Medium,0,0,0,30,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,-82.274,27.254333,570565.31,362184.07,-82.27399997143583,27.254332971516018
615326,04/22/1999,1999-04-22T04:00:00.000Z,JS,Aerial,Sarasota,58,82 16.36,27 15.17,37S,20E,23,97,90,Yes,Active,Unknown,Unknown,Herbaceous,Open,Inland,No,<50,High,Medium,0,0,0,0,0,0,0,30,0,0,70,0,0,0,0,0,0,0,0,0,0,0,-82.272667,27.252833,570699.36,362019.37,-82.27266700406054,27.252832946284503
615327,04/29/1999,1999-04-29T04:00:00.000Z,KB,Aerial,Hillsborough,29,82 09.40,27 47.00,31S,21E,13,92,90,Yes,Active,Unknown,Unknown,Shrub,Open,Inland,Yes,50-250,High,High,0,70,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.156667,27.783333,581281.37,421088.86,-82.15666704082332,27.783332984212674
619043,04/20/1999,1999-04-20T04:00:00.000Z,JD,Aerial,Palm Beach,50,80 24.00,26 50.00,42S,39E,12,108,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.4,26.833333,757081.66,319459.15,-80.39999996610601,26.833333024015037
619044,04/15/1999,1999-04-15T04:00:00.000Z,RF,Aerial,Palm Beach,50,80 14.00,26 27.00,46S,41E,23,115,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.233333,26.45,774907.85,277418.49,-80.23333298911085,26.449999980916356
619101,04/13/1999,1999-04-13T04:00:00.000Z,RF,Aerial,Broward,06,80 35.00,26 09.00,49S,38E,30,114,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.583333,26.15,741003.1,243119.34,-80.58333301743242,26.15000001793506
619102,04/21/1999,1999-04-21T04:00:00.000Z,JS,Aerial,Martin,43,80 17.50,26 57.50,40S,40E,25,109,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.291667,26.958333,767406.67,333649.32,-80.29166696491771,26.958332959619273
619103,04/20/1999,1999-04-20T04:00:00.000Z,JD,Aerial,Palm Beach,50,80 20.00,26 50.00,42S,40E,10,109,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.333333,26.833333,763692.38,319653.98,-80.3333330320609,26.833332987274947
619104,04/21/1999,1999-04-21T04:00:00.000Z,JS,Aerial,Palm Beach,50,80 19.00,26 57.00,40S,40E,35,109,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.316667,26.95,764958.14,332650.31,-80.31666696715757,26.94999995212822
619105,04/21/1999,1999-04-21T04:00:00.000Z,JS,Aerial,Palm Beach,50,80 17.00,26 57.00,40S,41E,31,109,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.283333,26.95,768260,332749.42,-80.28333294305453,26.950000025148196
619106,04/21/1999,1999-04-21T04:00:00.000Z,JS,Aerial,Palm Beach,50,80 18.00,26 57.00,40S,40E,36,109,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.3,26.95,766609.07,332699.75,-80.30000000046962,26.949999952519164
619109,04/21/1999,1999-04-21T04:00:00.000Z,JS,Aerial,Martin,43,80 21.00,26 58.00,40S,40E,28,109,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.35,26.966667,761601.58,334401.79,-80.35000004224443,26.966667018370405
619110,04/21/1999,1999-04-21T04:00:00.000Z,JS,Aerial,Charlotte,08,81 58.00,26 59.00,40S,23E,24,104,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.966667,26.983333,601429.9,332560.97,-81.96666696470088,26.98333300485665
619111,04/21/1999,1999-04-21T04:00:00.000Z,JS,Aerial,Glades,22,81 13.00,26 57.50,40S,31E,34,106,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.216667,26.958333,675779.55,331236.99,-81.2166669928279,26.9583329421979
619112,04/21/1999,1999-04-21T04:00:00.000Z,JS,Aerial,Charlotte,08,81 41.00,26 56.00,41S,26E,02,105,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.683333,26.933333,629599.25,327505.65,-81.68333303544462,26.933332983773287
619113,04/21/1999,1999-04-21T04:00:00.000Z,JS,Aerial,Charlotte,08,81 40.00,26 55.00,41S,26E,12,105,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.666667,26.916667,631285.79,325686.77,-81.66666703657596,26.916666981756784
619114,04/13/1999,1999-04-13T04:00:00.000Z,RF,Aerial,Broward,06,80 34.50,26 09.00,49S,38E,30,114,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.575,26.15,741834.57,243142.41,-80.5749999806198,26.15000001043509
619115,04/20/1999,1999-04-20T04:00:00.000Z,JD,Aerial,Glades,22,81 00.50,26 52.80,41S,33E,Island,107,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.008333,26.88,696628.86,323025.96,-81.00833302251708,26.880000024086115
619118,04/20/1999,1999-04-20T04:00:00.000Z,JD,Aerial,Charlotte,08,81 45.00,26 50.00,42S,26E,07,105,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.75,26.833333,623195.36,316282.79,-81.74999994843844,26.83333301095028
619120,04/20/1999,1999-04-20T04:00:00.000Z,JD,Aerial,Glades,22,81 28.10,26 49.00,42S,28E,13,106,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.468333,26.816667,651170.42,314974.62,-81.46833296860841,26.816667009368135
619121,04/20/1999,1999-04-20T04:00:00.000Z,JD,Aerial,Charlotte,08,81 41.00,26 49.00,42S,26E,14,105,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.683333,26.816667,629842.58,314555.29,-81.6833329508188,26.816666969376673
619122,04/20/1999,1999-04-20T04:00:00.000Z,JD,Aerial,Charlotte,08,81 46.00,26 49.00,42S,25E,13,105,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.766667,26.816667,621575.71,314402.76,-81.76666703279882,26.816666969072095
619125,04/15/1999,1999-04-15T04:00:00.000Z,RF,Aerial,Lee,36,81 39.60,26 37.00,44S,27E,30,105,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.66,26.616667,632578.52,292399.91,-81.66000004667768,26.61666696083283
619126,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Hendry,26,81 13.30,26 34.90,45S,31E,10,106,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.221667,26.581667,676226.29,289419.72,-81.22166700925398,26.58166696599712
619127,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Hendry,26,81 13.70,26 35.50,45S,31E,04,106,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.228333,26.591667,675538.71,290514.61,-81.22833300860886,26.591666979491446
619128,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Hendry,26,81 14.00,26 35.40,45S,31E,09,106,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.233333,26.59,675045.88,290318.45,-81.23333301176419,26.590000028951458
619129,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Hendry,26,81 14.00,26 34.00,45S,31E,16,106,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.233333,26.566667,675103.99,287728.95,-81.23333298633757,26.56666700859969
619130,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Hendry,26,81 19.00,26 34.00,45S,30E,15,106,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.316667,26.566667,666818.99,287545.84,-81.31666698506072,26.566667026280882
619132,04/15/1999,1999-04-15T04:00:00.000Z,RF,Aerial,Palm Beach,50,80 16.00,26 33.00,45S,41E,16,109,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.266667,26.55,771255.02,288412.85,-80.26666701270996,26.54999997215476
619133,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Hendry,26,81 24.00,26 34.00,45S,29E,14,106,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.4,26.566667,658533.96,287368.33,-81.40000002634609,26.566667028708732
619135,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Hendry,26,81 13.00,26 31.00,46S,31E,03,106,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.216667,26.516667,676886.16,282217.36,-81.21666700124989,26.516666990113713
619136,04/13/1999,1999-04-13T04:00:00.000Z,RF,Aerial,Collier,11,81 20.00,26 29.00,46S,30E,16,112,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.333333,26.483333,665362.08,278261.57,-81.33333296751259,26.48333301443582
619137,04/13/1999,1999-04-13T04:00:00.000Z,RF,Aerial,Collier,11,81 29.00,26 29.00,46S,28E,14,112,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.483333,26.483333,650437.6,277947.86,-81.48333296467345,26.483333009421585
619138,04/15/1999,1999-04-15T04:00:00.000Z,RF,Aerial,Palm Beach,50,80 15.00,26 28.00,46S,41E,15,115,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.25,26.466667,773193.19,279217.13,-80.25000001863616,26.466666998246104
619139,04/15/1999,1999-04-15T04:00:00.000Z,RF,Aerial,Palm Beach,50,80 17.00,26 27.00,46S,41E,20,115,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.283333,26.45,769932.71,277267.49,-80.283333044547,26.450000011536403
619142,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Hendry,26,81 09.00,26 27.00,46S,32E,29,112,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.15,26.45,683688.05,274970.62,-81.14999997155917,26.449999996559356
619144,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Collier,11,81 30.50,26 26.10,46S,28E,34,111,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.508333,26.435,648058.54,272533.42,-81.50833304681818,26.434999991550214
619145,04/15/1999,1999-04-15T04:00:00.000Z,RF,Aerial,Palm Beach,50,80 21.00,26 26.00,46S,40E,28,115,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.35,26.433333,763353.82,275220.06,-80.35000003341784,26.433333005570056
619146,04/13/1999,1999-04-13T04:00:00.000Z,RF,Aerial,Collier,11,81 36.00,26 25.00,47S,27E,03,111,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.6,26.416667,638973.39,270317.86,-81.5999999900357,26.416667018228942
619147,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Collier,11,81 26.00,26 25.00,47S,29E,04,112,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.433333,26.416667,655566.48,270652.06,-81.43333297089985,26.4166670213059
619148,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Collier,11,81 31.00,26 25.00,47S,28E,04,111,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.516667,26.416667,647269.94,270482.15,-81.51666699727421,26.416666970229564
619149,04/15/1999,1999-04-15T04:00:00.000Z,RF,Aerial,Palm Beach,50,80 16.00,26 24.00,47S,41E,04,115,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.266667,26.4,771759.03,271770.19,-80.26666701493224,26.39999997286698
619150,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Lee,36,81 44.00,26 24.00,47S,26E,08,111,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.733333,26.4,625732.67,268216.95,-81.73333294886562,26.39999994070907
619151,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Collier,11,81 32.40,26 23.80,47S,28E,08,111,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.54,26.396667,644991.22,268216.07,-81.5400000297151,26.39666699478362
619153,04/13/1999,1999-04-13T04:00:00.000Z,RF,Aerial,Collier,11,81 26.00,26 21.30,47S,29E,29,112,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.433333,26.355,655708.94,263808.72,-81.43333296079656,26.355000001647014
619154,04/13/1999,1999-04-13T04:00:00.000Z,RF,Aerial,Collier,11,81 28.40,26 20.20,48S,28E,01,112,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.473333,26.336667,651766.11,261691.99,-81.47333305040209,26.33666696425223
619155,04/13/1999,1999-04-13T04:00:00.000Z,RF,Aerial,Collier,11,81 26.90,26 19.40,48S,29E,07,112,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.448333,26.323333,654287.47,260263.62,-81.44833302170207,26.323332944365987
619156,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Broward,06,80 25.00,26 19.00,47S,39E,35,114,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.416667,26.316667,757095.31,262081.44,-80.41666704362359,26.3166669582437
619157,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Hendry,26,81 08.00,26 17.00,48S,32E,28,112,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.133333,26.283333,685776.79,256514.83,-81.13333295517207,26.283333018639073
619158,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Hendry,26,81 15.00,26 17.00,48S,31E,20,112,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.25,26.283333,674148.27,256249.95,-81.25000003710402,26.28333295428272
619159,04/13/1999,1999-04-13T04:00:00.000Z,RF,Aerial,Collier,11,81 18.00,26 15.00,49S,30E,02,112,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.3,26.25,669245.56,252441.1,-81.29999999760096,26.24999996474073
619160,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Collier,11,81 27.50,26 14.90,49S,28E,01,112,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.458333,26.248333,653462.62,251920.56,-81.45833300805783,26.24833303129942
619163,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Collier,11,81 02.00,26 13.00,49S,33E,16,113,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.033333,26.216667,695921.84,249353.65,-81.03333301159545,26.216667008976074
619165,04/13/1999,1999-04-13T04:00:00.000Z,RF,Aerial,Collier,11,81 02.50,26 12.50,49S,33E,20,113,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.041667,26.208333,695112.88,248408.99,-81.0416670103582,26.20833296431175
619166,04/13/1999,1999-04-13T04:00:00.000Z,RF,Aerial,Collier,11,81 03.60,26 14.50,49S,33E,06,113,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.06,26.241667,693196.2,252063.81,-81.05999997482584,26.241666977306945
619167,04/13/1999,1999-04-13T04:00:00.000Z,RF,Aerial,Broward,06,80 28.10,26 11.70,49S,39E,08,114,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.468333,26.195,752334.67,248434.86,-80.46833297002452,26.195000002837116
619168,04/13/1999,1999-04-13T04:00:00.000Z,RF,Aerial,Broward,06,80 29.00,26 09.30,49S,39E,30,114,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.483333,26.155,750965.19,243954.59,-80.48333299141537,26.154999959835123
619169,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Collier,11,81 24.00,26 14.00,49S,29E,03,112,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.4,26.233333,659314.01,250377.39,-81.39999998233321,26.23333295776662
619171,04/13/1999,1999-04-13T04:00:00.000Z,RF,Aerial,Collier,11,81 10.50,26 12.50,49S,31E,24,112,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.175,26.208333,681814.43,248097.09,-81.17500000834798,26.208332959294907
619172,04/15/1999,1999-04-15T04:00:00.000Z,RF,Aerial,Broward,06,80 33.40,26 09.00,49S,38E,29,114,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.556667,26.15,743663.83,243193.36,-80.55666702863299,26.149999939656272
619176,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Broward,06,80 43.10,26 05.00,50S,36E,27,114,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.718333,26.083333,727729.44,235357.41,-80.71833297578867,26.083332984405178
619177,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Broward,06,80 41.80,26 06.20,50S,36E,24,114,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.696667,26.103333,729833.19,237633.92,-80.69666694643891,26.103332969973536
619178,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Broward,06,80 39.40,26 05.70,50S,37E,17,114,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.656667,26.095,733851.23,236817.13,-80.65666696600316,26.095000033837195
619179,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Broward,06,80 39.50,26 04.50,50S,37E,20,114,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.658333,26.075,733745.05,234593.91,-80.65833295135246,26.075000015284132
619180,04/13/1999,1999-04-13T04:00:00.000Z,RF,Aerial,Broward,06,80 23.20,26 09.20,49S,40E,30,114,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.386667,26.153333,760615.2,244048.57,-80.3866670177898,26.153332992123755
619181,04/13/1999,1999-04-13T04:00:00.000Z,RF,Aerial,Collier,11,81 00.00,26 09.00,50S,33E,02,113,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81,26.15,699426.1,242037.36,-81.00000002126089,26.14999995237182
619182,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Collier,11,80 59.00,26 09.00,50S,33E,01,113,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.983333,26.15,701089.28,242077.95,-80.98333303834231,26.15000003360526
619183,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Broward,06,80 49.00,26 07.00,50S,35E,15,113,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.816667,26.116667,717815.87,238798.07,-80.81666698103763,26.11666699215919
619184,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Collier,11,81 05.00,26 06.00,50S,32E,24,113,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.083333,26.1,691241.55,236290.43,-81.0833329921189,26.100000019187767
619185,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Collier,11,81 02.00,26 05.00,50S,33E,28,113,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.033333,26.083333,696277.8,234560.41,-81.0333330094428,26.083332957210914
619187,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Collier,11,80 57.00,26 07.00,50S,34E,17,113,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.95,26.116667,704507.02,238461.63,-80.94999994657769,26.116666992409932
619188,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Collier,11,81 14.00,26 03.00,51S,31E,08,112,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.233333,26.05,676390.48,230397.89,-81.23333296646109,26.049999986948947
619189,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Broward,06,80 40.30,26 02.10,51S,37E,06,114,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.671667,26.035,732533.45,230120.55,-80.67166698330966,26.0350000172794
619191,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Broward,06,80 46.80,26 00.70,51S,35E,24,113,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.78,26.011667,721780.01,227244.75,-80.78000003799944,26.011667030845793
619193,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Broward,06,80 47.00,26 07.00,50S,35E,13,113,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.783333,26.116667,721143.1,238884.43,-80.78333298987928,26.116666986112847
