ATLASNUM,DATECH,DATE_,OBSERVER,OBSMODE,COUNTY,CONUM,LONGDM,LATDM,TOWNSHIP,RANGE,SECTION,GAZPAGE,ERA,NEW90,STATUS90,STATUS80,STATUS70,SUBSTRAT,CANOPY,LOCATION,ISLAND,SIZE_,SIZECONF,SPECCONF,BRPE,DCCO,ANHI,GBHE,GWHE,GREG,SNEG,LBHE,TCHE,REEG,CAEG,GRHE,BCNH,YCNH,WHIB,GLIB,ROSP,WOST,SMWT,LGWT,SMDK,LGDK,LONGDEC,LATDEC,LONGALB,LATALB,lon,lat
612111,04/28/1999,1999-04-28T04:00:00.000Z,JS,Aerial,Lake,35,81 57.00,28 43.00,20S,24E,30,78,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.95,28.716667,599881.08,525047.37,-81.94999997043816,28.716667018202997
612113,03/31/1999,1999-03-31T04:00:00.000Z,RF,Aerial,Brevard,05,80 39.00,28 40.00,21S,37E,18,82,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.65,28.666667,726760.63,522271.91,-80.64999997820908,28.666667035299728
612114,04/27/1999,1999-04-27T04:00:00.000Z,JD,Aerial,Lake,35,81 54.00,28 38.00,21S,24E,27,78,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.9,28.633333,604913.35,515876.13,-81.90000005072476,28.63333295426221
612115,04/27/1999,1999-04-27T04:00:00.000Z,JD,Aerial,Lake,35,81 54.00,28 35.00,22S,24E,10,78,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.9,28.583333,605007.91,510324.18,-81.90000001548707,28.583333004037463
612116,04/27/1999,1999-04-27T04:00:00.000Z,JD,Aerial,Lake,35,81 53.00,28 34.00,22S,24E,14,78,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.883333,28.566667,606666.6,508501.42,-81.88333300165192,28.566667019181068
612117,04/27/1999,1999-04-27T04:00:00.000Z,JD,Aerial,Orange,48,81 00.50,28 33.00,22S,33E,27,81,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.008333,28.55,692130.22,508420.5,-81.008333010658,28.55000002327633
612118,03/31/1999,1999-03-31T04:00:00.000Z,RF,Aerial,Brevard,05,80 44.00,28 36.50,22S,36E,05,82,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.733333,28.608333,718805.8,515577.83,-80.73333304864968,28.608332979349367
612119,04/27/1999,1999-04-27T04:00:00.000Z,JD,Aerial,Orange,48,80 58.00,28 32.00,22S,33E,36,81,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.966667,28.533333,696243.53,506669.48,-80.9666670108481,28.533332977416578
612120,05/05/1999,1999-05-05T04:00:00.000Z,JD,Aerial,Brevard,05,80 36.40,28 35.80,22S,37E,10,82,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.606667,28.596667,731200.18,514616.57,-80.60666701386782,28.596667004694627
612121,03/31/1999,1999-03-31T04:00:00.000Z,RF,Aerial,Brevard,05,80 36.60,28 29.20,23S,37E,Key,88,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.61,28.486667,731210.74,502396.1,-80.60999998166724,28.486667018020356
612122,03/31/1999,1999-03-31T04:00:00.000Z,RF,Aerial,Brevard,05,80 41.80,28 29.50,23S,36E,14,88,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.696667,28.491667,722730.35,502721.37,-80.69666704965613,28.491666965376872
612125,05/19/1999,1999-05-19T04:00:00.000Z,RF,Aerial,Orange,48,80 58.00,28 27.00,23S,33E,36,87,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.966667,28.45,696471.16,497417.63,-80.96666698204054,28.44999995222759
612126,05/19/1999,1999-05-19T04:00:00.000Z,KB,Aerial,Sumter,60,81 59.50,28 26.50,23S,23E,34,84,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.991667,28.441667,596316.15,494444.33,-81.99166697744297,28.4416669887813
612129,04/14/1999,1999-04-14T04:00:00.000Z,JS,Aerial,Brevard,05,80 39.00,28 21.00,24S,37E,Key,88,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.65,28.35,727715.89,487117.12,-80.64999998266946,28.34999996587167
612131,05/19/1999,1999-05-19T04:00:00.000Z,RF,Aerial,Osceola,49,80 57.00,28 19.00,25S,34E,18,87,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.95,28.316667,698466.03,482654.82,-80.94999995988992,28.316666989786775
612134,05/20/1999,1999-05-20T04:00:00.000Z,RF,Aerial,Polk,53,81 53.00,28 18.00,25S,24E,23,84,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.883333,28.3,607174.91,478890.69,-81.88333302717106,28.299999987374328
612135,05/19/1999,1999-05-19T04:00:00.000Z,KB,Aerial,Osceola,49,81 15.50,28 15.50,26S,31E,06,86,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.258333,28.258333,668442.54,475469.47,-81.2583329960042,28.258333038970783
612136,05/19/1999,1999-05-19T04:00:00.000Z,KB,Aerial,Polk,53,81 56.70,28 12.70,26S,24E,19,84,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.945,28.211667,601303.12,468979.97,-81.94499994576117,28.21166696574367
612137,05/18/1999,1999-05-18T04:00:00.000Z,RF,Aerial,Polk,53,81 55.50,28 05.50,27S,24E,32,84,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.925,28.091667,603486.32,455687.89,-81.92500004180282,28.091667015065866
612139,05/18/1999,1999-05-18T04:00:00.000Z,RF,Aerial,Polk,53,81 44.00,28 04.00,28S,26E,08,85,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.733333,28.066667,622331.29,453242.84,-81.7333329448402,28.06666701224494
612140,05/18/1999,1999-05-18T04:00:00.000Z,RF,Aerial,Polk,53,81 40.00,28 03.50,28S,26E,12,85,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.666667,28.058333,628887.12,452439.43,-81.66666695890343,28.058333022708602
612141,05/18/1999,1999-05-18T04:00:00.000Z,RF,Aerial,Polk,53,81 39.00,28 03.50,28S,27E,07,85,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.65,28.058333,630521.86,452470.47,-81.65000001642898,28.05833296032529
612142,05/18/1999,1999-05-18T04:00:00.000Z,RF,Aerial,Polk,53,81 59.00,28 03.00,28S,23E,14,84,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.983333,28.05,597842.05,450966.23,-81.9833329664162,28.049999991314706
612143,05/19/1999,1999-05-19T04:00:00.000Z,RF,Aerial,Polk,53,81 52.80,28 02.00,28S,24E,23,84,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.88,28.033333,608010.22,449285.57,-81.87999998366813,28.033333005130583
612144,05/18/1999,1999-05-18T04:00:00.000Z,RF,Aerial,Polk,53,81 41.00,28 00.00,28S,26E,35,85,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.683333,28,627374.16,445931.53,-81.68333303226801,27.999999938247115
612145,05/19/1999,1999-05-19T04:00:00.000Z,RF,Aerial,Osceola,49,80 58.00,28 18.00,25S,33E,24,87,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.966667,28.3,696880.89,480764.16,-80.9666669778424,28.29999995967376
612146,03/31/1999,1999-03-31T04:00:00.000Z,RF,Aerial,Brevard,05,80 38.40,28 36.30,22S,37E,05,82,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.64,28.605,727922.37,515452.56,-80.64000000346074,28.604999968619833
612147,05/05/1999,1999-05-05T04:00:00.000Z,JD,Aerial,Brevard,05,80 36.20,28 35.80,22S,37E,10,82,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.603333,28.596667,731525.51,514625.53,-80.60333297141437,28.596667013436345
612148,05/18/1999,1999-05-18T04:00:00.000Z,KB,Aerial,Polk,53,81 51.58,28 07.92,27S,24E,13,85,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.859667,28.132,609814.88,460275.95,-81.85966696321452,28.13199997459566
615004,04/21/1999,1999-04-21T04:00:00.000Z,JS,Aerial,Charlotte,08,82 01.00,26 58.00,40S,23E,27,104,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.016667,26.966667,596506.89,330630.15,-82.01666704649585,26.96666700969678
615005,04/21/1999,1999-04-21T04:00:00.000Z,JS,Aerial,Sarasota,58,82 04.00,27 07.00,39S,22E,01,98,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.066667,27.116667,591292.25,347204.03,-82.0666669842031,27.1166670008056
615009,05/05/1999,1999-05-05T04:00:00.000Z,RF,Aerial,Hillsborough,29,82 08.00,27 54.00,30S,22E,05,92,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.133333,27.9,583379.85,434078.16,-82.13333298179312,27.899999949447224
615010,05/06/1999,1999-05-06T04:00:00.000Z,KB,Aerial,Hillsborough,29,82 38.00,27 58.00,29S,17E,Key,90,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.633333,27.966667,534180.58,440837.42,-82.63333301960702,27.966666975088096
615011,03/23/1999,1999-03-23T04:00:00.000Z,JD,Aerial,Hillsborough,29,82 29.00,27 43.00,32S,18E,11,91,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.483333,27.716667,549248.47,413248.36,-82.48333297555386,27.7166669602541
615014,04/20/1999,1999-04-20T04:00:00.000Z,JD,Aerial,Lee,36,82 14.00,26 46.00,43S,21E,Key,104,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.233333,26.766667,575359.48,308101.44,-82.23333298062796,26.766666955525412
615017,03/30/1999,1999-03-30T04:00:00.000Z,RF,Aerial,Lee,36,82 06.00,26 29.00,46S,22E,03,110,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.1,26.483333,589077.71,276848.9,-82.10000002357575,26.483333015604195
615019,03/30/1999,1999-03-30T04:00:00.000Z,RF,Aerial,Lee,36,82 06.10,26 25.90,46S,22E,27,110,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.101667,26.431667,589000.12,271112.05,-82.10166697307635,26.43166698760422
615021,03/30/1999,1999-03-30T04:00:00.000Z,RF,Aerial,Lee,36,82 03.00,26 26.00,46S,23E,30,110,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.05,26.433333,594140.79,271377.22,-82.05000002795998,26.43333301686541
615024,03/30/1999,1999-03-30T04:00:00.000Z,RF,Aerial,Manatee,41,82 12.00,27 13.00,37S,21E,34,98,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.2,27.216667,577938.61,358106.7,-82.2000000102799,27.216666955938617
615025,03/30/1999,1999-03-30T04:00:00.000Z,RF,Aerial,Manatee,41,82 14.00,27 13.00,37S,21E,32,98,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.233333,27.216667,574643.71,358059.05,-82.23333300239484,27.216666976227188
615026,03/23/1999,1999-03-23T04:00:00.000Z,JD,Aerial,Manatee,41,82 40.00,27 29.00,34S,16E,35,96,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.666667,27.483333,531488.29,387129.96,-82.66666705092229,27.483332990183385
615028,03/23/1999,1999-03-23T04:00:00.000Z,JD,Aerial,Manatee,41,82 35.00,27 36.00,33S,17E,22,91,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.583333,27.6,539557.2,400176.3,-82.58333295723519,27.600000000377456
615032,04/29/1999,1999-04-29T04:00:00.000Z,KB,Aerial,Polk,53,82 01.00,27 45.00,31S,23E,28,92,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.016667,27.75,595107.97,417601.26,-82.01666699735652,27.749999963084424
615033,05/05/1999,1999-05-05T04:00:00.000Z,RF,Aerial,Polk,53,82 00.00,27 53.00,30S,23E,10,92,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,27.883333,596507.28,432432.83,-82.00000001780775,27.883333006811657
615035,03/30/1999,1999-03-30T04:00:00.000Z,RF,Aerial,Sarasota,58,82 28.72,27 09.02,38S,18E,26,97,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.478667,27.150333,550483.44,350370.8,-82.4786669493659,27.150332960097693
615036,03/30/1999,1999-03-30T04:00:00.000Z,RF,Aerial,Sarasota,58,82 34.45,27 20.02,36S,17E,23,97,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.574167,27.333667,540802.06,370613.66,-82.57416704553896,27.33366702163708
615037,04/22/1999,1999-04-22T04:00:00.000Z,JD,Aerial,Sarasota,58,82 17.00,27 07.00,39S,20E,02,97,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.283333,27.116667,569855.86,346886.76,-82.28333298023487,27.11666702200764
615038,03/16/1999,1999-03-16T04:00:00.000Z,RF,Aerial,Sarasota,58,82 19.00,27 13.00,37S,20E,33,97,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.316667,27.216667,566406.26,357943.81,-82.31666700637,27.21666696946599
615039,03/16/1999,1999-03-16T04:00:00.000Z,RF,Aerial,Sarasota,58,82 27.00,27 12.00,38S,18E,01,97,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.45,27.2,553249.58,355920.5,-82.45000002015,27.199999962068027
615042,03/16/1999,1999-03-16T04:00:00.000Z,RF,Aerial,Sarasota,58,82 15.25,27 11.60,38S,20E,12,97,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.254167,27.193333,572620.99,355439.04,-82.25416697088619,27.193332977458258
615043,03/30/1999,1999-03-30T04:00:00.000Z,RF,Aerial,Sarasota,58,82 26.61,27 03.66,39S,19E,30,97,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.4435,27.061,554087.01,340496.07,-82.44350001040428,27.060999986610334
615044,03/30/1999,1999-03-30T04:00:00.000Z,RF,Aerial,Sarasota,58,82 33.00,27 17.00,37S,17E,12,97,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.55,27.283333,543254.18,365052.75,-82.55000001494433,27.283332963439122
615101,03/30/1999,1999-03-30T04:00:00.000Z,RF,Aerial,Lee,36,82 03.20,26 36.00,44S,23E,31,104,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.053333,26.6,593516.94,289870.44,-82.05333303707268,26.599999995919465
615103,03/30/1999,1999-03-30T04:00:00.000Z,RF,Aerial,Charlotte,08,82 20.00,26 56.50,41S,20E,05,103,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.333333,26.941667,565171.51,327390.39,-82.33333299763014,26.94166699983191
615107,05/05/1999,1999-05-05T04:00:00.000Z,RF,Aerial,Hillsborough,29,82 07.00,27 52.00,30S,22E,16,92,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.116667,27.866667,585073.51,430401.73,-82.11666699897782,27.866667014242513
615109,04/29/1999,1999-04-29T04:00:00.000Z,RF,Aerial,Manatee,41,82 07.00,27 38.00,33S,22E,04,92,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.116667,27.633333,585469.24,404492.59,-82.11666699802288,27.6333330304517
615110,04/29/1999,1999-04-29T04:00:00.000Z,RF,Aerial,Manatee,41,82 04.50,27 37.00,33S,22E,14,92,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.075,27.616667,589601.14,402705.42,-82.07499996052283,27.616666942347518
615111,04/29/1999,1999-04-29T04:00:00.000Z,RF,Aerial,Manatee,41,82 05.00,27 36.00,33S,22E,23,92,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.083333,27.6,588809.22,400842.01,-82.08333298094418,27.599999983479133
615116,03/30/1999,1999-03-30T04:00:00.000Z,RF,Aerial,Sarasota,58,82 32.58,27 23.07,36S,18E,06,97,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.543,27.3845,543813,376293.85,-82.54299994813145,27.384500005369087
615118,03/16/1999,1999-03-16T04:00:00.000Z,RF,Aerial,Sarasota,58,82 23.00,27 14.00,37S,19E,26,97,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.383333,27.233333,559792.1,359706.03,-82.38333302672784,27.233333012453777
615119,03/16/1999,1999-03-16T04:00:00.000Z,RF,Aerial,Sarasota,58,82 21.00,27 13.00,37S,20E,31,97,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.35,27.216667,563111.32,357899.28,-82.34999997146687,27.21666700565794
615120,03/16/1999,1999-03-16T04:00:00.000Z,RF,Aerial,Sarasota,58,82 13.00,27 12.00,38S,21E,04,98,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.216667,27.2,576317.88,356232.3,-82.21666696203178,27.19999995610989
615121,04/22/1999,1999-04-22T04:00:00.000Z,JD,Aerial,De Soto,14,82 00.17,27 11.18,38S,23E,10,98,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.002833,27.186333,597482.44,355039.04,-82.00283299356553,27.186333005151685
615122,04/21/1999,1999-04-21T04:00:00.000Z,JS,Aerial,De Soto,14,82 02.25,27 08.40,38S,23E,29,98,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.0375,27.14,594136.68,349840.05,-82.03750005004082,27.140000027984655
615123,04/21/1999,1999-04-21T04:00:00.000Z,JS,Aerial,Sarasota,58,82 04.00,27 08.00,38S,22E,36,98,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.066667,27.133333,591263.24,349054.29,-82.0666669741648,27.133332961686413
615124,03/30/1999,1999-03-30T04:00:00.000Z,RF,Aerial,Sarasota,58,82 28.00,27 07.00,39S,18E,02,97,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.466667,27.116667,551716.84,346647.71,-82.46666699754395,27.11666698210813
615128,03/30/1999,1999-03-30T04:00:00.000Z,RF,Aerial,Manatee,41,82 09.00,27 14.00,37S,22E,30,98,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.15,27.233333,582853.22,360030.2,-82.15000002646956,27.233332980986575
615130,03/30/1999,1999-03-30T04:00:00.000Z,RF,Aerial,Lee,36,82 06.80,26 29.90,46S,22E,Key,110,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.113333,26.498333,587725.51,278493.38,-82.11333304890753,26.49833302887557
615132,03/30/1999,1999-03-30T04:00:00.000Z,RF,Aerial,Manatee,41,82 11.00,27 13.00,37S,21E,35,98,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.183333,27.216667,579586.1,358130.87,-82.18333303907492,27.216667021077637
615133,05/05/1999,1999-05-05T04:00:00.000Z,RF,Aerial,Hillsborough,29,82 07.00,27 51.00,30S,22E,28,92,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.116667,27.85,585101.78,428551.01,-82.11666696771935,27.849999971996237
615134,03/16/1999,1999-03-16T04:00:00.000Z,RF,Aerial,Sarasota,58,82 21.00,26 57.00,40S,20E,31,103,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.35,26.95,563507.48,328293.28,-82.3500000277849,26.950000006308947
615135,03/16/1999,1999-03-16T04:00:00.000Z,RF,Aerial,Sarasota,58,82 30.63,27 13.25,37S,18E,33,97,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.5105,27.220833,547240.26,358159.85,-82.5105000036212,27.22083296402576
616002,03/31/1999,1999-03-31T04:00:00.000Z,RF,Aerial,Indian River,31,80 27.00,27 47.00,31S,39E,17,96,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.45,27.783333,749087.2,424759.06,-80.44999997110621,27.78333298177139
616004,03/25/1999,1999-03-25T04:00:00.000Z,JS,Aerial,Brevard,05,80 31.00,27 55.00,29S,38E,34,96,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.516667,27.916667,742115.09,439373.41,-80.51666695413053,27.916666989888547
616005,05/05/1999,1999-05-05T04:00:00.000Z,KB,Aerial,Indian River,31,80 24.00,27 42.00,32S,39E,14,96,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.4,27.7,754272.66,415651.27,-80.39999998556259,27.699999983357728
616008,05/05/1999,1999-05-05T04:00:00.000Z,KB,Aerial,Indian River,31,80 22.00,27 38.00,33S,40E,06,97,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.366667,27.633333,757770.09,408347.3,-80.36666695832031,27.633332967168904
616010,03/31/1999,1999-03-31T04:00:00.000Z,RF,Aerial,Martin,43,80 11.20,27 10.40,38S,41E,50,103,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.186667,27.173333,777068.29,357826.98,-80.18666696138841,27.173333020585673
616011,03/16/1999,1999-03-16T04:00:00.000Z,RF,Aerial,De Soto,14,81 38.00,27 14.00,37S,27E,29,99,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.633333,27.233333,633914.79,360903.3,-81.6333329421813,27.233333013173432
616012,04/22/1999,1999-04-22T04:00:00.000Z,JD,Aerial,De Soto,14,81 38.00,27 10.00,38S,27E,17,99,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.633333,27.166667,634056.84,353502.28,-81.63333303817868,27.166667014768986
616013,03/16/1999,1999-03-16T04:00:00.000Z,RF,Aerial,De Soto,14,81 42.00,27 16.00,37S,26E,15,99,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.7,27.266667,627257.35,364479.34,-81.69999998354496,27.26666702255736
616014,04/27/1999,1999-04-27T04:00:00.000Z,RF,Aerial,Hardee,25,81 53.00,27 29.00,34S,24E,35,98,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.883333,27.483333,608731.57,388210.56,-81.88333300994584,27.483333013399324
